code;label-en_US;label-zh_CN;label-es_ES;attribute;sort_order
magnetic_tab_fastening;"magnetic-tab fastening";袢带磁扣;"cierre con broche magnético";bags_closure_type;0
snap_clasp_fastening;"snap-clasp fastening";摁扣;"cierre con broche a presión";bags_closure_type;0
push_clasp_fastening;"push-clasp fastening";掀扣;"cierre con broche a presión";bags_closure_type;0
lock_and_key_fastening;"lock-and-key fastening";钥匙锁扣;"broche con cerradura y llave";bags_closure_type;0
lock_bar_fastening;"lock-bar fastening";锁栓扣;"cierre con pasador";bags_closure_type;0
open_top;"open top";敞口式;"parte superior abierta";bags_closure_type;0
velcro_fastening;"VELCRO® fastening";魔术贴搭扣;"cierre VELCRO®";bags_closure_type;0
buckle_fastening;"buckle fastening";搭扣;"cierre con hebilla";bags_closure_type;16
lobster_clasp_fastening;"lobster-clasp fastening";龙虾扣;"cierre de mosquetón";bags_closure_type;17
zipped_front_pocket;"zipped front pocket";正面拉链口袋;"bolsillo delantero con cierre";bags_typespecific_details;0
zipped_back_pocket;"zipped back pocket";背面拉链口袋;"bolsillo trasero con cierre";bags_typespecific_details;0
zipped_side_pocket;"zipped side pocket";侧面拉链口袋;"bolsillo lateral con cierre";bags_typespecific_details;0
zipped_front_and_back_pockets;"zipped front and back pockets";正面和背面拉链口袋;"bolsillos delanteros y traseros con cierre";bags_typespecific_details;0
front_pocket;"front pocket";正面口袋;"bolsillo frontal";bags_typespecific_details;0
back_pocket;"back pocket";背面口袋;"bolsillo trasero";bags_typespecific_details;0
front_slot_pocket;"front slot pocket";正面插袋;"bolsillo frontal con ranura";bags_typespecific_details;0
back_slot_pocket;"back slot pocket";背面插袋;"bolsillo trasero con ranura";bags_typespecific_details;0
front_and_back_slot_pockets;"front and back slot pockets";正面和背面插袋;"bolsillos delanteros y traseros con ranura";bags_typespecific_details;0
side_slot_pocket;"side slot pocket";侧插袋;"bolsillo lateral con ranura";bags_typespecific_details;0
front_and_back_slot_pocket;"front and back slot pocket";正面和背面插袋;"bolsillo delantero y trasero con ranura";bags_typespecific_details;0
zipped_bottom_compartment;"zipped bottom compartment";底部拉链隔层;"compartimiento inferior con cierre";bags_typespecific_details;0
zipped_flap_pocket;"zipped flap pocket";拉链带盖口袋;"bolsillo con solapa y cierre";bags_typespecific_details;0
front_pocket_under_flap;"front pocket under flap";正面带盖口袋;"bolsillo con solapa frontal";bags_typespecific_details;0
detachable_pouch;"detachable pouch";可拆卸小袋;"neceser desmontable";bags_typespecific_details;0
detachable_zipped_pouch;"detachable zipped pouch";可拆卸拉链小袋;"neceser desmontable con cierre";bags_typespecific_details;0
zipped_sides_for_adjustable_width;"zipped sides for adjustable width";侧面拉链，可调节宽度;"cierre en los laterales para ajustar el ancho";bags_typespecific_details;0
magnetic_fastening_sides_for_adjustable_width;"magnetic-fastening sides for adjustable width";侧面磁扣，可调节宽度;"laterales con cierre magnético para ajustar el ancho";bags_typespecific_details;0
buckle_fastening_sides_for_adjustable_width;"buckle-fastening sides for adjustable width";侧面搭扣，可调节宽度;"laterales con cierre con hebilla para ajustar el ancho";bags_typespecific_details;0
platinum_plated_studs;"platinum-plated studs";镀铂铆钉;"aretes enchapados en platino";bags_typespecific_details;0
detachable_wrist_strap;"detachable wrist strap";可拆卸腕带;"correa de mano desmontable";bags_typespecific_details;0
detachable_charm;"detachable charm";可拆卸吊饰;"colgante desmontable";bags_typespecific_details;0
detachable_padlock;"detachable padlock";可拆卸挂锁;"candado desmontable";bags_typespecific_details;0
key_fob;"key fob";钥匙扣;llavero;bags_typespecific_details;0
luggage_tag;"luggage tag";行李牌;"etiqueta para equipaje";bags_typespecific_details;0
comes_with_dust_bag;"comes with dust bag";随附防尘袋;"incluye funda protectora";bags_typespecific_details;0
protective_feet;"protective feet";保护性脚钉;"base protectora";bags_typespecific_details;0
detachable_chain;"detachable chain";可拆卸链条;"cadena desmontable";bags_typespecific_details;0
reversible;reversible;可翻转;reversible;bags_typespecific_details;0
detachable_address_tag;"detachable address tag";可拆卸地址牌;"etiqueta de dirección desmontable";bags_typespecific_details;0
fits_iphone_6_6s;"fits iPhone 6/6s";"适用于iPhone 6/6s";"para iPhone 6/6s";bags_typespecific_details;0
fits_iphone_6_plus;"fits iPhone 6 Plus";"适用于iPhone 6 Plus";"para iPhone 6 Plus";bags_typespecific_details;0
fits_iphone_5;"fits iPhone 5";"适用于iPhone 5";"para iPhone 5";bags_typespecific_details;0
protective_leather_bottom;"protective leather bottom";保护性皮革包底;"base protectora de cuero";bags_typespecific_details;0
each_piece_is_unique_and_prints_may_differ_slightly_from_those_shown;"each piece is unique and prints may differ slightly from those shown";每件商品均独一无二，印花图案可能与图片略有差异。;"cada pieza es única y los estampados pueden diferir ligeramente de los que se muestran";bags_typespecific_details;0
each_piece_is_unique_and_colour_of_fur_may_differ_slightly_from_those_shown;"each piece is unique and colour of fur may differ slightly from those shown";每件商品均独一无二，毛皮颜色可能与图片略有差异。;"cada pieza es única y los colores de las pieles pueden diferir ligeramente de los que se muestran";bags_typespecific_details;0
comes_with_a_polaroid_picture_which_can_be_placed_on_the_outside_of_the_box;"comes with a Polaroid picture, which can be placed on the outside of the box";配有宝丽来贴纸，可粘贴在盒外。;"incluye una imagen Polaroid, que se puede colocar en el exterior de la caja";bags_typespecific_details;0
protective_leather_base;"protective leather base";保护性皮革包底;"base protectora de piel";bags_typespecific_details;27
unique_piece_prints_may_differ;"each piece is unique and prints may differ slightly from those shown";每件商品均独一无二，印花图案可能与图片略有差异。;"cada pieza es única y los estampados pueden diferir ligeramente de los que se muestran";bags_typespecific_details;28
unique_piece_fur_color_may_differ;"each piece is unique and color of fur may differ slightly from those shown";每件商品均独一无二，毛皮颜色可能与图片略有差异。;"cada pieza es única y el color de la piel puede diferir ligeramente del que se muestra";bags_typespecific_details;29
polaroid_picture_outside_of_the_box;"comes with a Polaroid picture, which can be placed on the outside of the box";配有宝丽来贴纸，可粘贴在盒外。;"incluye una imagen Polaroid, que se puede colocar en el exterior de la caja";bags_typespecific_details;30
hand_held_mirror;"hand held mirror";;"espejo de mano";bags_typespecific_details;37
fits_iphone_7;"fits iPhone 7";"适用于iPhone 7";"para iPhone 7";bags_typespecific_details;38
unique_piece_embroidery_may_differ;"each piece is unique and embroidery may differ slightly from those shown";每件商品均独一无二，因此刺绣可能与图片略有差异。;"cada pieza es única y el bordado puede diferir ligeramente del que se muestra";bags_typespecific_details;39
waterproof;waterproof;防水;"resistente al agua";bags_typespecific_details;40
fits_iphone_x;"fits iPhone X";"适用于iPhone X";"para iPhone X";bags_typespecific_details;41
machine_wash_at_60_degrees;"machine wash at 60 degrees";60摄氏度机洗;"lavado a máquina a 60 grados";accessories_care_instructions;0
machine_wash;"machine wash";机洗;"lavado a máquina";accessories_care_instructions;0
machine_wash_cold;"machine wash cold";冷水机洗;"lavado a máquina con agua fría";accessories_care_instructions;0
hand_wash;"hand wash";手洗;"lavado a mano";accessories_care_instructions;0
dry_clean;"dry clean";干洗;"limpieza en seco";accessories_care_instructions;0
specialist_clean;"specialist clean";专业清洗;"limpieza por especialistas";accessories_care_instructions;0
spot_clean;"spot clean";局部清洗;"limpieza en puntos específicos";accessories_care_instructions;0
do_not_clean;"do not clean";请勿清洗;"no limpiar";accessories_care_instructions;0
machine_wash_at_30_degrees;"machine wash at 30 degrees";30摄氏度机洗;"lavado a máquina a 30 grados";accessories_care_instructions;0
machine_wash_at_40_degrees;"machine wash at 40 degrees";40摄氏度机洗;"lavado a máquina a 40 grados";accessories_care_instructions;0
machine_wash_at_50_degrees;"machine wash at 50 degrees";50摄氏度机洗;"lavado a máquina a 50 grados";accessories_care_instructions;0
machine_wash_at_30;"machine wash at 30°C";30摄氏度机洗;"lavado a máquina a 30°";accessories_care_instructions;1
machine_wash_at_40;"machine wash at 40°C";40摄氏度机洗;"lavado a máquina a 40°";accessories_care_instructions;2
machine_wash_at_50;"machine wash at 50°C";50摄氏度机洗;"lavado a máquina a 50°";accessories_care_instructions;3
machine_wash_at_60;"machine wash at 60°C";60摄氏度机洗;"lavado a máquina a 60°";accessories_care_instructions;4
patch_pocket;"patch pocket";单个贴袋;"bolsillo de parche";accessories_pocket_description;0
patch_pockets;"patch pockets";贴袋;"bolsillos de parche";accessories_pocket_description;0
slit_pocket;"slit pocket";单个插袋;"bolsillo ojal";accessories_pocket_description;0
slit_pockets;"slit pockets";插袋;"bolsillos ojal";accessories_pocket_description;0
side_slit_pockets;"side slit pockets";侧插袋;"bolsillos ojal laterales";accessories_pocket_description;0
side_slit_pockets_back_pockets;"side slit pockets, back pockets";侧插袋，背面口袋;"bolsillos ojal laterales, bolsillos traseros";accessories_pocket_description;0
zipped_pocket;"zipped pocket";单个拉链口袋;"bolsillo con cierre";accessories_pocket_description;0
zipped_pockets;"zipped pockets";拉链口袋;"bolsillos con cierre";accessories_pocket_description;0
faux_pocket;"faux pocket";单个装饰口袋;"bolsillo de imitación";accessories_pocket_description;0
faux_pockets;"faux pockets";装饰口袋;"bolsillos de imitación";accessories_pocket_description;0
welt_pocket;"welt pocket";单个单嵌线袋;"bolsillo ribeteado";accessories_pocket_description;0
welt_pockets;"welt pockets";单嵌线袋;"bolsillos ribeteados";accessories_pocket_description;0
buttoned_pocket;"buttoned pocket";单个纽扣口袋;"bolsillo abotonado";accessories_pocket_description;0
buttoned_pockets;"buttoned pockets";纽扣口袋;"bolsillos abotonados";accessories_pocket_description;0
snap_buttoned_pocket;"snap-buttoned pocket";单个摁扣口袋;"bolsillo con broche a presión";accessories_pocket_description;0
snap_buttoned_pockets;"snap-buttoned pockets";摁扣口袋;"bolsillos con broche a presión";accessories_pocket_description;0
internal_pocket;"internal pocket";单个暗袋;"bolsillo interno";accessories_pocket_description;0
internal_pockets;"internal pockets";暗袋;"bolsillos internos";accessories_pocket_description;0
breast_pocket;"breast pocket";单个胸袋;"bolsillo de camisa";accessories_pocket_description;0
breast_pockets;"breast pockets";胸袋;"bolsillos del pecho";accessories_pocket_description;0
flap_pocket;"flap pocket";单个带盖口袋;"bolsillo con solapa";accessories_pocket_description;0
flap_pockets;"flap pockets";带盖口袋;"bolsillos con solapa";accessories_pocket_description;0
cargo_pocket;"cargo pocket";单个贴袋;"bolsillo cargo";accessories_pocket_description;0
cargo_pockets;"cargo pockets";贴袋;"bolsillos cargo";accessories_pocket_description;0
five_pockets;"five pockets";五口袋;"cinco bolsillos";accessories_pocket_description;0
kangaroo_pocket;"kangaroo pocket";袋鼠式口袋;"bolsillo canguro";accessories_pocket_description;0
back_pocket;"back pocket";背面口袋;"bolsillo trasero";accessories_pocket_description;0
back_pockets;"back pockets";背面口袋;"bolsillos traseros";accessories_pocket_description;0
two_internal_compartments;"two internal compartments";两个内部隔层;"dos compartimentos internos";accessories_pocket_description;18
three_internal_compartments;"three internal compartments";三个内部隔层;"tres compartimentos internos";accessories_pocket_description;19
four_internal_compartments;"four internal compartments";四个内部隔层;"cuatro compartimentos internos";accessories_pocket_description;20
zipped_center_compartment;"zipped center compartment";中央拉链隔层;"compartimento central con cremallera";accessories_pocket_description;21
center_slot_compartment;"center slot compartment";中央插袋隔层;"compartimento central con ranura";accessories_pocket_description;22
internal_zipped_and_slot_pockets;"internal zipped and slot pockets";拉链暗袋和暗插袋;"bolsillos internos con ranura y cremallera";accessories_pocket_description;23
internal_zipped_pocket;"internal zipped pocket";一个拉链暗袋;"bolsillo interno con cremallera";accessories_pocket_description;24
internal_zipped_pockets;"internal zipped pockets";拉链暗袋;"bolsillos internos con cremallera";accessories_pocket_description;25
internal_slot_pocket;"internal slot pocket";一个暗插袋;"bolsillo interno con ranura";accessories_pocket_description;26
internal_slot_pockets;"internal slot pockets";暗插袋;"bolsillos internos con ranura";accessories_pocket_description;27
internal_zipped_pouch;"internal zipped pouch";一个内部拉链小袋;"cartera interna con cremallera";accessories_pocket_description;28
internal_pouch;"internal pouch";一个内部小袋;"cartera interna";accessories_pocket_description;29
card_slot;"card slot";一个卡位;"ranura para tarjeta";accessories_pocket_description;30
card_slots;"card slots";卡位;"ranuras para tarjetas";accessories_pocket_description;31
bill_slot;"bill slot";一个钞位;"ranura para billetes";accessories_pocket_description;32
bill_slots;"bill slots";钞位;"ranuras para billetes";accessories_pocket_description;33
zipped_coin_pocket;"zipped coin pocket";一个拉链零钱袋;"bolsillo para monedas con cremallera";accessories_pocket_description;34
mirrored_interior;"mirrored interior";镜面内里;"espejo interno";accessories_pocket_description;35
hand_held_mirror;"hand-held mirror";手持化妆镜;"espejo de mano";accessories_pocket_description;36
mobile_phone_pocket;"mobile phone pocket";一个手机插袋;"bolsillo para teléfono móvil";accessories_pocket_description;37
concealed_buttoned_front;"concealed buttoned front";正面隐藏式纽扣;"frente con botones ocultos";accessories_closure_type;0
concealed_buttoned_back;"concealed buttoned back";背面隐藏式纽扣;"botones ocultos en la parte trasera";accessories_closure_type;0
zipper_fastening;"zipper fastening";拉链;cierre;accessories_closure_type;0
zipped_front;"zipped front";正面拉链;"cierre en el frente";accessories_closure_type;0
zipped_back;"zipped back";背面拉链;"parte trasera con cierre";accessories_closure_type;0
two_way_zipped_fastening;"two-way zipped fastening";双向拉链;"cierre de doble dirección";accessories_closure_type;0
two_way_zipped_front;"two-way zipped front";正面双向拉链;"frente con cierre de doble dirección";accessories_closure_type;0
lobster_clasp_fastening;"lobster-clasp fastening";龙虾扣;"cierre de broche de langosta";accessories_closure_type;0
two_way_zipped_back;"two-way zipped back";背面双向拉链;"cierre de doble dirección en la parte trasera";accessories_closure_type;0
clip_on;clip-on;夹扣式;broche;accessories_closure_type;0
invisible_zipper;"invisible zipper";隐形拉链;"cierre invisible";accessories_closure_type;0
clasp_fastening;"clasp fastening";搭扣;"cierre con broche";accessories_closure_type;0
buttoned_placket;"buttoned placket";纽扣前襟;"solapa abotonada";accessories_closure_type;0
knot_fastening;"knot fastening";绳扣;"cierre con nudo";accessories_closure_type;0
buttoned_front;"buttoned front";正面纽扣;"frente abotonado";accessories_closure_type;0
buckle_fastening;"buckle fastening";搭扣;"cierre con hebilla";accessories_closure_type;0
buttoned_back;"buttoned back";背面纽扣;"botones en la parte trasera";accessories_closure_type;0
pin_fastening;"pin fastening";针扣;"ajuste con pasador";accessories_closure_type;0
buttoned_shoulder;"buttoned shoulder";肩部纽扣;"hombros abotonados";accessories_closure_type;0
ankle_strap;"ankle strap";踝带;"correa de tobillo";accessories_closure_type;0
button_fastening;"button fastening";纽扣;botones;accessories_closure_type;0
buckle_fastening_ankle_strap;"buckle-fastening ankle strap";搭扣踝带;"correa de tobillo ajustada con hebillas";accessories_closure_type;0
clip_fastening;"clip fastening";夹扣;"cierre de clip";accessories_closure_type;0
velcro_fastening_ankle_strap;"VELCRO®-fastening ankle strap";VELCRO®魔术贴踝带;"correa de tobillo ajustada con VELCRO®";accessories_closure_type;0
hook_fastening;"hook fastening";钩扣;"cierre con gancho";accessories_closure_type;0
lace_up;lace-up;绑带式;acordonado;accessories_closure_type;0
drawstring_top;"drawstring top";抽绳包口;"cordón ajustable en la parte superior";accessories_closure_type;0
zipped_fastening;"zipped fastening";拉链;"cierre de doble dirección";accessories_closure_type;0
bar_fastening;"bar fastening";栓扣;"cierre con pasador";accessories_closure_type;0
faux_zipper;"faux zipper";装饰拉链;"cierre de imitación";accessories_closure_type;0
velcro_fastening;"VELCRO® fastening";魔术贴搭扣;"cierre VELCRO®";accessories_closure_type;0
faux_buckle_fastening;"faux-buckle fastening";装饰搭扣;"cierre con hebilla de imitación";accessories_closure_type;0
snap_button_fastening;"snap-button fastening";摁扣;"cierre con broche a presión";accessories_closure_type;0
elasticated_sides;"elasticated sides";松紧性两侧;"laterales elastizados";accessories_closure_type;0
snap_buttoned_front;"snap-buttoned front";正面摁扣;"frente con broches a presión";accessories_closure_type;0
elasticated_strap;"elasticated strap";松紧饰带;"correa elastizada";accessories_closure_type;0
turn_lock_fastening;"turn-lock fastening";转扣;"cerradura de giro";accessories_closure_type;0
magnetic_fastening;"magnetic fastening";磁扣;"cierre magnético";accessories_closure_type;0
toggle_fastening;"toggle fastening";单颗牛角扣;"cierre de alamar";accessories_closure_type;0
toggle_fastenings;"toggle fastenings";牛角扣;"cierres de alamar";accessories_closure_type;0
hook_fastening_front;"hook-fastening front";正面钩扣;"cierre con gancho en el frente";accessories_closure_type;0
hook_fastening_back;"hook-fastening back";背面钩扣;"cierre con gancho en la parte trasera";accessories_closure_type;0
two_way_zipped_front_with_snap_button_fastenings;"two-way zipped front with snap-button fastenings";正面带摁扣双向拉链;"cierre de doble dirección en el frente y broches a presión";accessories_closure_type;0
self_ties;self-ties;系带;lazos;accessories_closure_type;0
open_front;"open front";正面开襟;"frente abierto";accessories_closure_type;0
concealed_zipper;"concealed zipper";隐藏式拉链;"cierre oculto";accessories_closure_type;0
zipper_snap_button_fastenings;"zipper, snap-button fastenings";拉链及摁扣设计;"cierre, broches a presión";accessories_closure_type;0
partially_buttoned_front;"partially buttoned front";正面部分摁扣;"frente parcialmente abotonado";accessories_closure_type;0
zipped_top;"zipped top";包口带拉链;"cierre en la parte superior";accessories_closure_type;0
two_way_zipped_top;"two-way zipped top";包口带双向拉链;"parte superior con cierre de doble dirección";accessories_closure_type;0
push_lock_fastening;"push-lock fastening";推扣;"cerradura con mecanismo a presión";accessories_closure_type;0
snap_buttoned_fastening;"snap-buttoned fastening";摁扣;"cierre con broches a presión";accessories_closure_type;0
push_stud_fastening_tab;"push-stud fastening tab";摁扣袢带;"lengüeta con broche a presión";accessories_closure_type;0
slot_tab_fastening;"slot-tab fastening";袢带插扣;"cierre con lengüeta y ranura";accessories_closure_type;0
magnetic_tab_fastening;"magnetic-tab fastening";袢带磁扣;"cierre con broche magnético";accessories_closure_type;0
snap_clasp_fastening;"snap-clasp fastening";摁扣;"cierre con broche a presión";accessories_closure_type;0
push_clasp_fastening;"push-clasp fastening";掀扣;"cierre con broche a presión";accessories_closure_type;0
lock_and_key_fastening;"lock-and-key fastening";钥匙锁扣;"broche con cerradura y llave";accessories_closure_type;0
lock_bar_fastening;"lock-bar fastening";锁栓扣;"cierre con pasador";accessories_closure_type;0
open_top;"open top";敞口式;"parte superior abierta";accessories_closure_type;0
zipper_fly_button_fastening;"zipper fly, button fastening";拉链门襟，纽扣设计;"cierre, botones";accessories_closure_type;0
zipper_fly_button_and_hook_fastenings;"zipper fly, button and hook fastenings";拉链门襟，纽扣和钩扣设计;"cierre, botones y cierre con gancho";accessories_closure_type;0
zipper_hook_fastening;"zipper, hook fastening";拉链及钩扣设计;"cierre y ganchos";accessories_closure_type;0
zipped_side;"zipped side";侧面拉链;"lateral con cierre";accessories_closure_type;0
double_breasted_buttoned_front;"double-breasted buttoned front";正面双排扣;"doble botonadura";accessories_closure_type;0
button_and_hook_fastenings;"button and hook fastenings";纽扣和钩扣设计;"cierre con botón y gancho";accessories_closure_type;38
underwired_cups;"underwired cups";带钢圈罩杯;"copas con aro";accessories_typespecific_details;0
built_in_bustier;"built-in bustier";内置紧身胸衣;"bustier incorporado";accessories_typespecific_details;0
hook_fastening_built_in_bustier;"hook-fastening built-in bustier";内置钩扣紧身胸衣;"bustier incorporado de cierre con gancho";accessories_typespecific_details;0
each_piece_is_unique_and_prints_may_differ_slightly_from_those_shown;"each piece is unique and prints may differ slightly from those shown";每件商品均独一无二，印花图案可能与图片略有差异。;"cada pieza es única y los estampados pueden diferir ligeramente de los que se muestran";accessories_typespecific_details;0
each_piece_is_unique_and_colour_of_fur_may_differ_slightly_from_those_shown;"each piece is unique and colour of fur may differ slightly from those shown";每件商品均独一无二，毛皮颜色可能与图片略有差异。;"cada pieza es única y los colores de las pieles pueden diferir ligeramente de los que se muestran";accessories_typespecific_details;0
reversible;reversible;可翻转;reversible;accessories_typespecific_details;0
push_clasp_fastening_top;"push-clasp fastening top";上衣掀扣;"cierre superior con broche a presión";accessories_typespecific_details;0
clasp_fastening_top;"clasp-fastening top";上衣搭扣;"cierre superior con broche";accessories_typespecific_details;0
single_earring;"single earring";单只耳环;"arete solitario";accessories_typespecific_details;0
single_ear_cuff;"single ear cuff";单只耳骨夹;"ear cuff solitario";accessories_typespecific_details;0
single_hoop_earring;"single hoop earring";单只耳环;"arete pendiente solitario";accessories_typespecific_details;0
single_earring_and_ear_cuff;"single earring and ear cuff";单只耳环配单只耳骨夹;"arete solitario y ear cuff";accessories_typespecific_details;0
for_pierced_ears;"for pierced ears";需双耳有耳洞;"para orejas perforadas";accessories_typespecific_details;0
for_pierced_right_ear;"for pierced right ear";需右耳有耳洞;"para oreja derecha perforada";accessories_typespecific_details;0
for_pierced_left_ear;"for pierced left ear";需左耳有耳洞;"para oreja izquierda perforada";accessories_typespecific_details;0
for_right_ear;"for right ear";佩戴于右耳;"para la oreja derecha";accessories_typespecific_details;0
for_left_ear;"for left ear";佩戴于左耳;"para la oreja izquierda";accessories_typespecific_details;0
adjustable_length;"adjustable length";可调节长度;"largo ajustable";accessories_typespecific_details;0
each_piece_is_unique_and_colour_may_differ_slightly_from_those_shown;"each piece is unique and colour may differ slightly from those shown";每件商品均独一无二，颜色可能与图片略有差异。;"cada pieza es única y los colores pueden diferir ligeramente de los que se muestran";accessories_typespecific_details;0
comes_with_a_certificate_of_authenticity;"comes with a certificate of authenticity";随附真品证书;"incluye certificado de autenticidad";accessories_typespecific_details;0
hypoallergenic;hypoallergenic;底敏感性;hipoalergénico;accessories_typespecific_details;0
zipped_front_pocket;"zipped front pocket";正面拉链口袋;"bolsillo delantero con cierre";accessories_typespecific_details;0
zipped_back_pocket;"zipped back pocket";背面拉链口袋;"bolsillo trasero con cierre";accessories_typespecific_details;0
zipped_side_pocket;"zipped side pocket";侧面拉链口袋;"bolsillo lateral con cierre";accessories_typespecific_details;0
zipped_front_and_back_pockets;"zipped front and back pockets";正面和背面拉链口袋;"bolsillos delanteros y traseros con cierre";accessories_typespecific_details;0
front_pocket;"front pocket";正面口袋;"bolsillo frontal";accessories_typespecific_details;0
back_pocket;"back pocket";背面口袋;"bolsillo trasero";accessories_typespecific_details;0
front_slot_pocket;"front slot pocket";正面插袋;"bolsillo frontal con ranura";accessories_typespecific_details;0
detachable_fur_trimmed_hood;"detachable fur-trimmed hood";可拆卸毛皮边饰连帽;"capucha con recorte de piel desmontable";accessories_typespecific_details;0
back_slot_pocket;"back slot pocket";背面插袋;"bolsillo trasero con ranura";accessories_typespecific_details;0
detachable_hood;"detachable hood";可拆卸连帽;"capucha desmontable";accessories_typespecific_details;0
front_and_back_slot_pockets;"front and back slot pockets";正面和背面插袋;"bolsillos delanteros y traseros con ranura";accessories_typespecific_details;0
detachable_fur_collar;"detachable fur collar";可拆卸毛领;"cuello de piel desmontable";accessories_typespecific_details;0
side_slot_pocket;"side slot pocket";侧插袋;"bolsillo lateral con ranura";accessories_typespecific_details;0
detachable_collar;"detachable collar";可拆卸衣领;"cuello desmontable";accessories_typespecific_details;0
front_and_back_slot_pocket;"front and back slot pocket";正面和背面插袋;"bolsillo delantero y trasero con ranura";accessories_typespecific_details;0
detachable_belt;"detachable belt";可拆卸腰带;"cinturón desmontable";accessories_typespecific_details;0
zipped_bottom_compartment;"zipped bottom compartment";底部拉链隔层;"compartimiento inferior con cierre";accessories_typespecific_details;0
detachable_band;"detachable band";可拆卸衣带;"banda desmontable";accessories_typespecific_details;0
zipped_flap_pocket;"zipped flap pocket";拉链带盖口袋;"bolsillo con solapa y cierre";accessories_typespecific_details;0
detachable_sleeves;"detachable sleeves";可拆卸衣袖;"mangas desmontables";accessories_typespecific_details;0
front_pocket_under_flap;"front pocket under flap";正面带盖口袋;"bolsillo con solapa frontal";accessories_typespecific_details;0
hood;hood;连帽;capucha;accessories_typespecific_details;0
detachable_pouch;"detachable pouch";可拆卸小袋;"neceser desmontable";accessories_typespecific_details;0
drawstring_hood;"drawstring hood";抽绳连帽;"capucha con cordón ajustable";accessories_typespecific_details;0
detachable_zipped_pouch;"detachable zipped pouch";可拆卸拉链小袋;"neceser desmontable con cierre";accessories_typespecific_details;0
epaulettes;epaulettes;肩章;charreteras;accessories_typespecific_details;0
zipped_sides_for_adjustable_width;"zipped sides for adjustable width";侧面拉链，可调节宽度;"cierre en los laterales para ajustar el ancho";accessories_typespecific_details;0
shoulder_pads;"shoulder pads";垫肩;hombreras;accessories_typespecific_details;0
magnetic_fastening_sides_for_adjustable_width;"magnetic-fastening sides for adjustable width";侧面磁扣，可调节宽度;"laterales con cierre magnético para ajustar el ancho";accessories_typespecific_details;0
hook_fastening_collar;"hook-fastening collar";钩扣衣领;"cierre con gancho en el cuello";accessories_typespecific_details;0
buckle_fastening_sides_for_adjustable_width;"buckle-fastening sides for adjustable width";侧面搭扣，可调节宽度;"laterales con cierre con hebilla para ajustar el ancho";accessories_typespecific_details;0
self_tie_collar;"self-tie collar";系带衣领;"cuello para anudar";accessories_typespecific_details;0
platinum_plated_studs;"platinum-plated studs";镀铂铆钉;"aretes enchapados en platino";accessories_typespecific_details;0
buttoned_cuffs;"buttoned cuffs";纽扣袖口;"puños abotonados";accessories_typespecific_details;0
detachable_wrist_strap;"detachable wrist strap";可拆卸腕带;"correa de mano desmontable";accessories_typespecific_details;0
elasticated_cuffs;"elasticated cuffs";松紧袖口;"puños elastizados";accessories_typespecific_details;0
detachable_charm;"detachable charm";可拆卸吊饰;"colgante desmontable";accessories_typespecific_details;0
buttoned_sleeves;"buttoned sleeves";纽扣袖口;"mangas abotonadas";accessories_typespecific_details;0
detachable_padlock;"detachable padlock";可拆卸挂锁;"candado desmontable";accessories_typespecific_details;0
zipped_cuffs;"zipped cuffs";拉链袖口;"cierre en los puños";accessories_typespecific_details;0
key_fob;"key fob";钥匙扣;llavero;accessories_typespecific_details;0
self_tie_cuffs;"self-tie cuffs";系带袖口;"puños para anudar";accessories_typespecific_details;0
luggage_tag;"luggage tag";行李牌;"etiqueta para equipaje";accessories_typespecific_details;0
elasticated_waistband;"elasticated waistband";松紧腰身;"pretina elastizada";accessories_typespecific_details;0
comes_with_dust_bag;"comes with dust bag";随附防尘袋;"incluye funda protectora";accessories_typespecific_details;0
elasticated_drawstring_waist;"elasticated drawstring waist";松紧抽绳腰身;"cintura elastizada con cordón ajustable";accessories_typespecific_details;0
protective_feet;"protective feet";保护性脚钉;"base protectora";accessories_typespecific_details;0
belt_loops;"belt loops";腰带环;presillas;accessories_typespecific_details;0
protective_leather_bottom;"protective leather bottom";保护性皮革包底;"base protectora de cuero";accessories_typespecific_details;0
drawstring;drawstring;抽绳;"cordón ajustable";accessories_typespecific_details;0
drawstring_waist;"drawstring waist";抽绳腰身;"cintura con cordón ajustable";accessories_typespecific_details;0
drawstring_hem;"drawstring hem";抽绳褶边;"dobladillo con cordón ajustable";accessories_typespecific_details;0
zipped_ankle_cuffs;"zipped ankle cuffs";拉链裤口;"cierre en los puños de los tobillos";accessories_typespecific_details;0
comes_with_a_polaroid_picture_which_can_be_placed_on_the_outside_of_the_box;"comes with a Polaroid picture, which can be placed on the outside of the box";配有宝丽来贴纸，可粘贴在盒外。;"incluye una imagen Polaroid, que se puede colocar en el exterior de la caja";accessories_typespecific_details;0
elasticated_ankle_cuffs;"elasticated ankle cuffs";松紧裤口;"puños de los tobillos elastizados";accessories_typespecific_details;0
fringed_ends;"fringed ends";毛边;"flecos en los extremos";accessories_typespecific_details;0
detachable_address_tag;"detachable address tag";可拆卸地址牌;"etiqueta de dirección desmontable";accessories_typespecific_details;0
adjustable_shoulder_straps;"adjustable shoulder straps";可调节肩带;"correas al hombro ajustables";accessories_typespecific_details;0
fits_iphone_6_6s;"fits iPhone 6/6s";"适用于iPhone 6/6s";"para iPhone 6/6s";accessories_typespecific_details;0
detachable_shoulder_straps;"detachable shoulder straps";可拆卸肩带;"correas al hombro desmontables";accessories_typespecific_details;0
